,business_name,telephone,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url,keyword,Address,x,y,STATE,GEOID,BLOCK,TRACT,geometry
1,Scott Kaghan,(773) 417-7661,https://www.yellowpages.com/chicago-il/mip/scott-kaghan-475486959,32. ,Pawnbrokers,,,5200 W Grand Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"5200 W Grand Ave Chicago, IL 60639",-87.756004,41.916954,NS,17,2009,191200,POINT (-87.756004 41.916954)
2,A Nearly New Shop,(773) 525-0692,https://www.yellowpages.com/chicago-il/mip/a-nearly-new-shop-503790287,33. ,Pawnbrokers,http://www.nearlynewbikes.com,,4075 N Broadway St,"Chicago, IL 60613",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"4075 N Broadway St Chicago, IL 60613",-87.651726,41.956417,NS,17,5000,032100,POINT (-87.651726 41.956417)
3,La Caridad,(773) 417-7417,https://www.yellowpages.com/chicago-il/mip/la-caridad-504423677,34. ,"Pawnbrokers,Jewelers",,,5401 W Diversey Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"5401 W Diversey Ave Chicago, IL 60639",-87.76144,41.93133,NS,17,1000,190701,POINT (-87.76143999999999 41.93133)
4,Cash For Gold,(773) 424-3865,https://www.yellowpages.com/chicago-il/mip/cash-for-gold-478977658,35. ,Pawnbrokers,,,6223 W 63rd St,"Chicago, IL 60638",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"6223 W 63rd St Chicago, IL 60638",-87.77718,41.77775,NS,17,3001,640600,POINT (-87.77718 41.77775)
5,Gaia Movement,(773) 651-7870,https://www.yellowpages.com/chicago-il/mip/gaia-movement-311770,36. ,Pawnbrokers,http://www.gaia-movement-usa.org,,8918 S Green St,"Chicago, IL 60620",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"8918 S Green St Chicago, IL 60620",-87.64409,41.73106,NS,17,2021,711400,POINT (-87.64409000000001 41.73106)
6,Reliable Jewelry & Loan,(773) 583-6000,https://www.yellowpages.com/chicago-il/mip/reliable-jewelry-loan-8687541,37. ,"Pawnbrokers,Jewelers,Watches",,,4625 N Kedzie Ave,"Chicago, IL 60625",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"4625 N Kedzie Ave Chicago, IL 60625",-87.708374,41.965458,NS,17,1003,140800,POINT (-87.70837400000001 41.965458)
7,Citywide Resale,(773) 782-6858,https://www.yellowpages.com/chicago-il/mip/citywide-resale-459578450,38. ,Pawnbrokers,,,8958 S Cottage Grove Ave,"Chicago, IL 60619",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"8958 S Cottage Grove Ave Chicago, IL 60619",-87.60471,41.731693,NS,17,1009,440900,POINT (-87.60471 41.731693)
8,Bargains In A Box Vii,(773) 539-5366,https://www.yellowpages.com/chicago-il/mip/bargains-in-a-box-vii-506378763,39. ,Pawnbrokers,,,4749 N Kedzie Ave,"Chicago, IL 60625",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"4749 N Kedzie Ave Chicago, IL 60625",-87.70844,41.96754,NS,17,5007,140800,POINT (-87.70844 41.96754)
9,Long's Jewelry & Loan,(773) 588-8878,https://www.yellowpages.com/chicago-il/mip/longs-jewelry-loan-3378015,40. ,Pawnbrokers,,,3633 W Lawrence Ave,"Chicago, IL 60625",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3633 W Lawrence Ave Chicago, IL 60625",-87.719635,41.96833,NS,17,1001,140602,POINT (-87.719635 41.96833)
11,R & W Tool Works,(708) 594-2339,https://www.yellowpages.com/chicago-il/mip/r-w-tool-works-12657567,42. ,Pawnbrokers,,,6516 W 74th St,"Chicago, IL 60638",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"6516 W 74th St Chicago, IL 60638",-87.78368,41.757515,NS,17,1023,820901,POINT (-87.78368 41.757515)
12,Big Pawn,(773) 221-2800,https://www.yellowpages.com/chicago-il/mip/big-pawn-497415819,43. ,Pawnbrokers,http://www.bigpawn.net,,10226 S Indianapolis Ave,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"10226 S Indianapolis Ave Chicago, IL 60617",-87.531845,41.70953,NS,17,1041,520100,POINT (-87.531845 41.70953)
13,Cash 4 Gold,(800) 206-6032,https://www.yellowpages.com/chicago-il/mip/cash-4-gold-505273777,44. ,Pawnbrokers,,,,"Chicago, IL 60607",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,,,,,,,,POINT (nan nan)
14,B & B Jewelry & Loan Co,(773) 279-9201,https://www.yellowpages.com/chicago-il/mip/b-b-jewelry-loan-co-23060675,45. ,"Pawnbrokers,Check Cashing Service,Jewelers-Wholesale & Manufacturers",http://www.rjjewelryandloan.com,2,3609 W Montrose Ave,"Chicago, IL 60618",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3609 W Montrose Ave Chicago, IL 60618",-87.71845,41.96106,NS,17,1000,160400,POINT (-87.71845 41.96106)
15,Royal Pawn Shop,(312) 427-6542,https://www.yellowpages.com/chicago-il/mip/royal-pawn-shop-467753569,46. ,"Pawnbrokers,Jewelry Buyers,Watches",http://www.justpawnchicago.com,,428 S Clark St,"Chicago, IL 60605",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"428 S Clark St Chicago, IL 60605",-87.630745,41.8765,NS,17,2024,839100,POINT (-87.630745 41.8765)
16,American Jewelry & Pawn,(773) 583-7873,https://www.yellowpages.com/chicago-il/mip/american-jewelry-pawn-475743842,47. ,Pawnbrokers,,,3148 W Irving Park Rd,"Chicago, IL 60618",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3148 W Irving Park Rd Chicago, IL 60618",-87.70745,41.953926,NS,17,2006,160602,POINT (-87.70744999999999 41.953926)
17,National Pawn,(773) 280-5403,https://www.yellowpages.com/chicago-il/mip/national-pawn-475493884,48. ,Pawnbrokers,,,3216 N Kimball Ave,"Chicago, IL 60618",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3216 N Kimball Ave Chicago, IL 60618",-87.71252,41.93962,NS,17,1021,831100,POINT (-87.71252 41.93962)
19,A-Windy City Jewelry & Loan,(773) 384-7170,https://www.yellowpages.com/chicago-il/mip/a-windy-city-jewelry-loan-17335560,50. ,"Pawnbrokers,Jewelers",,,3411 W North Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3411 W North Ave Chicago, IL 60647",,,,,,,POINT (nan nan)
20,Ingram Pawners & Jewelers Inc,(773) 638-5414,https://www.yellowpages.com/chicago-il/mip/ingram-pawners-jewelers-inc-28573938,51. ,Pawnbrokers,,,4234 W Madison St,"Chicago, IL 60624",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"4234 W Madison St Chicago, IL 60624",-87.7315,41.88066,NS,17,1026,260300,POINT (-87.7315 41.88066)
21,Howard Jewelry & Loan Inc,(773) 274-3300,https://www.yellowpages.com/chicago-il/mip/howard-jewelry-loan-inc-454728140,52. ,Pawnbrokers,http://howardjewelryandloan.com,,1551 W Howard St,"Chicago, IL 60626",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"1551 W Howard St Chicago, IL 60626",-87.671,42.019367,NS,17,2007,010300,POINT (-87.67100000000001 42.019367)
22,Royal Pawnshop,(312) 427-6542,https://www.yellowpages.com/chicago-il/mip/royal-pawnshop-469005823,53. ,"Pawnbrokers,Loans",https://www.royalpayscash.com,,4509 N Sheridan Rd,"Chicago, IL 60640",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"4509 N Sheridan Rd Chicago, IL 60640",-87.65476,41.963932,NS,17,2001,031502,POINT (-87.65476 41.963932)
24,Cermak Pawn & Jewelry,(773) 927-7296,https://www.yellowpages.com/chicago-il/mip/cermak-pawn-jewelry-15814272,55. ,Pawnbrokers,,,2811 W Cermak Rd,"Chicago, IL 60623",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"2811 W Cermak Rd Chicago, IL 60623",-87.695984,41.85189,NS,17,2000,840700,POINT (-87.695984 41.85189)
25,Shelly's Loan & Jewelry Co,(773) 285-2900,https://www.yellowpages.com/chicago-il/mip/shellys-loan-jewelry-co-3947771,56. ,Pawnbrokers,,,300 E 47th St,"Chicago, IL 60653",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"300 E 47th St Chicago, IL 60653",-87.61954,41.80934,NS,17,1001,381400,POINT (-87.61954 41.80934)
26,Get Cash,(773) 446-6280,https://www.yellowpages.com/chicago-il/mip/get-cash-464099463,57. ,Pawnbrokers,http://www.getcashforsurveys.com,,5255 N Central Ave,"Chicago, IL 60630",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"5255 N Central Ave Chicago, IL 60630",-87.76845,41.977028,NS,17,1012,110501,POINT (-87.76845 41.977028)
27,Cbj Corp,(773) 643-2101,https://www.yellowpages.com/chicago-il/mip/cbj-corp-5513509,58. ,Pawnbrokers,https://www.cbjpawn.com,,5516 S State St,"Chicago, IL 60621",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"5516 S State St Chicago, IL 60621",-87.62569,41.793816,ST,17,1003,834500,POINT (-87.62569000000001 41.793816)
28,Madison St Gold Exchange,(773) 287-6669,https://www.yellowpages.com/chicago-il/mip/madison-st-gold-exchange-8996036,59. ,Pawnbrokers,,,5134 W Madison St,"Chicago, IL 60644",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"5134 W Madison St Chicago, IL 60644",-87.75385,41.880394,NS,17,1007,251800,POINT (-87.75385 41.880394)
29,"M & M Pawnbrokers, Inc.",(773) 277-6820,https://www.yellowpages.com/chicago-il/mip/m-m-pawnbrokers-inc-5220266,60. ,"Pawnbrokers,Loans",,,3446 W 26th St,"Chicago, IL 60623",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=2",pawnshop,"3446 W 26th St Chicago, IL 60623",-87.7113,41.844437,NS,17,2008,300700,POINT (-87.71129999999999 41.844437)
2,Ezpawn,(773) 276-3704,https://www.yellowpages.com/chicago-il/mip/ezpawn-472410321,63. ,"Pawnbrokers,Gold, Silver & Platinum Buyers & Dealers,Loans",https://stores.ezpawn.com/il/chicago/3711-w--fullerton-ave.html,,3711 W Fullerton Ave,"Chicago, IL 60647",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"3711 W Fullerton Ave Chicago, IL 60647",-87.71996,41.92456,NS,17,2002,220902,POINT (-87.71996 41.92456)
11,Casa De Empeno,(773) 585-8600,https://www.yellowpages.com/chicago-il/mip/casa-de-empeno-9187988,72. ,Pawnbrokers,,,5160 S Pulaski Rd Ste 119,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"5160 S Pulaski Rd Ste 119 Chicago, IL 60632",-87.72334,41.799202,NS,17,1000,620200,POINT (-87.72333999999999 41.799202)
13,United Loan Co,(773) 373-1114,https://www.yellowpages.com/chicago-il/mip/united-loan-co-9261963,74. ,"Pawnbrokers,Jewelers,Jewelry Buyers",http://unitedloanchicago.com,1,224 E 51st St,"Chicago, IL 60615",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"224 E 51st St Chicago, IL 60615",-87.62094,41.802036,NS,17,2006,381800,POINT (-87.62094 41.802036)
15,Devon Pawn Shop,(773) 274-4653,https://www.yellowpages.com/chicago-il/mip/devon-pawn-shop-453692504,76. ,"Pawnbrokers,Jewelry Buyers,Coin Dealers & Supplies",http://devonpawn.com,,2106 W Devon Ave,"Chicago, IL 60659",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"2106 W Devon Ave Chicago, IL 60659",-87.68291,41.997852,NS,17,1013,020500,POINT (-87.68291000000001 41.997852)
19,Big Pawn Inc,(773) 776-4900,https://www.yellowpages.com/chicago-il/mip/big-pawn-inc-9409452,80. ,"Pawnbrokers,Consumer Electronics,Jewelers-Wholesale & Manufacturers",http://www.bigpawn.net,1,6233 S Western Ave,"Chicago, IL 60636",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"6233 S Western Ave Chicago, IL 60636",-87.683655,41.78014,NS,17,1019,835000,POINT (-87.683655 41.78014)
20,A-Windy City Jewelry & Loan,(773) 643-6955,https://www.yellowpages.com/chicago-il/mip/a-windy-city-jewelry-loan-460417707,81. ,"Pawnbrokers,Jewelers,Precious Metals",,,6920 S Stony Island Ave,"Chicago, IL 60649",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"6920 S Stony Island Ave Chicago, IL 60649",-87.586266,41.769222,NS,17,2000,430300,POINT (-87.58626599999999 41.769222)
21,Big Pawn Inc/ Freeman Jewelers,(773) 487-9100,https://www.yellowpages.com/chicago-il/mip/big-pawn-inc-freeman-jewelers-464717973,82. ,"Pawnbrokers,Jewelers,Loans",http://www.bigpawn.net,,111 W 87th St,"Chicago, IL 60620",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"111 W 87th St Chicago, IL 60620",-87.62763,41.736267,NS,17,1033,842400,POINT (-87.62763 41.736267)
23,New York Jewelers,(312) 855-4999,https://www.yellowpages.com/chicago-il/mip/new-york-jewelers-492179199,84. ,"Pawnbrokers,Diamonds,Watches",http://www.nyjchicago.com,6,11 N Wabash Ave,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"11 N Wabash Ave Chicago, IL 60602",-87.62621,41.882217,NS,17,2015,320102,POINT (-87.62621 41.882217)
24,Easy Cash,(773) 685-3988,https://www.yellowpages.com/chicago-il/mip/easy-cash-534534413,85. ,"Pawnbrokers,Check Cashing Service,Loans",,2,3213 1/2 N Cicero Ave,"Chicago, IL 60641",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"3213 1/2 N Cicero Ave Chicago, IL 60641",,,,,,,POINT (nan nan)
25,New Era Jewelry & Coin,(773) 772-9100,https://www.yellowpages.com/chicago-il/mip/new-era-jewelry-coin-16984407,86. ,"Pawnbrokers,Coin Dealers & Supplies,Diamond Buyers",http://www.newerajewelryncoin.com,,4359 W Diversey Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"4359 W Diversey Ave Chicago, IL 60639",-87.735985,41.931667,NS,17,1004,200200,POINT (-87.735985 41.931667)
26,Cash America Pawn,(773) 871-5884,https://www.yellowpages.com/chicago-il/mip/cash-america-pawn-478359627,87. ,"Pawnbrokers,Loans,Check Cashing Service",http://www.cashamerica.com,,3900 N Broadway St,"Chicago, IL 60613",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"3900 N Broadway St Chicago, IL 60613",-87.649666,41.952785,NS,17,3004,832100,POINT (-87.649666 41.952785)
27,"Illinois Title Loans, Inc.",(773) 239-2906,https://www.yellowpages.com/chicago-il/mip/illinois-title-loans-inc-453317482,88. ,"Pawnbrokers,Payday Loans,Loans",,,10258 S Halsted St,"Chicago, IL 60628",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"10258 S Halsted St Chicago, IL 60628",-87.64285,41.707294,NS,17,3030,730600,POINT (-87.64285 41.707294)
28,Jewels By Stephanie,(312) 782-6300,https://www.yellowpages.com/chicago-il/mip/jewels-by-stephanie-290319,89. ,"Pawnbrokers,Jewelers",https://paparazziaccessories.com/218040,,23 E Madison St,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"23 E Madison St Chicago, IL 60602",-87.626945,41.88207,NS,17,1010,320400,POINT (-87.62694500000001 41.88207)
29,Cash America,(773) 257-7668,https://www.yellowpages.com/chicago-il/mip/cash-america-497137688,90. ,"Pawnbrokers,Loans,Check Cashing Service",http://www.cashamerica.com,,4835 S Ashland Ave,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=3",pawnshop,"4835 S Ashland Ave Chicago, IL 60609",-87.664894,41.806095,NS,17,2002,611200,POINT (-87.664894 41.806095)
0,Cash America,(773) 772-2400,https://www.yellowpages.com/chicago-il/mip/cash-america-476337253,91. ,"Pawnbrokers,Loans,Check Cashing Service",http://www.cashamerica.com,,1441 N Milwaukee Ave,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"1441 N Milwaukee Ave Chicago, IL 60622",-87.67388,41.908096,NS,17,3004,241500,POINT (-87.67388 41.908096)
1,Cash America,(773) 847-9178,https://www.yellowpages.com/chicago-il/mip/cash-america-478359678,92. ,"Pawnbrokers,Loans,Check Cashing Service",http://www.cashamerica.com,,2337 W Cermak Rd,"Chicago, IL 60608",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"2337 W Cermak Rd Chicago, IL 60608",-87.68416,41.852043,NS,17,2000,841300,POINT (-87.68416000000001 41.852043)
2,Cz's Inc,(312) 345-9016,https://www.yellowpages.com/chicago-il/mip/czs-inc-466416121,93. ,"Pawnbrokers,Jewelers",,,5 S Wabash Ave Ste 1007,"Chicago, IL 60603",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"5 S Wabash Ave Ste 1007 Chicago, IL 60603",-87.626205,41.881958,NS,17,1008,320400,POINT (-87.626205 41.881958)
3,Donnelly T N & Co,(800) 310-4299,https://www.yellowpages.com/chicago-il/mip/donnelly-t-n-co-453467344,94. ,"Pawnbrokers,Jewelers",http://www.tndonnelly.com,,5 N Wabash Ave,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"5 N Wabash Ave Chicago, IL 60602",-87.62621,41.882153,NS,17,2015,320102,POINT (-87.62621 41.882153)
4,State Jewelers & Loan,(312) 726-1163,https://www.yellowpages.com/chicago-il/mip/state-jewelers-loan-464837825,95. ,"Pawnbrokers,Jewelers",,,9 N Wabash Ave,"Chicago, IL 60602",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"9 N Wabash Ave Chicago, IL 60602",-87.62621,41.8822,NS,17,2015,320102,POINT (-87.62621 41.8822)
5,A-Windy City Jewelry & Loan,(773) 523-2575,https://www.yellowpages.com/chicago-il/mip/a-windy-city-jewelry-loan-459252111,96. ,"Pawnbrokers,Jewelers,Jewelers-Wholesale & Manufacturers",https://www.domainmarket.com/buynow/windycitypawn.com,,1555 W 47th St,"Chicago, IL 60609",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"1555 W 47th St Chicago, IL 60609",-87.6644,41.80861,NS,17,2001,611200,POINT (-87.6644 41.80861)
7,Windy City Coin Inc,(630) 323-6609,https://www.yellowpages.com/chicago-il/mip/windy-city-coin-inc-467379868,98. ,"Pawnbrokers,Coin Dealers & Supplies,Stamp Dealers",http://www.windycitycoin.com,,4812 S Pulaski Rd,"Chicago, IL 60632",,,"https://www.yellowpages.com/search?search_terms=pawnshop&geo_location_terms=Chicago,%20IL&page=4",pawnshop,"4812 S Pulaski Rd Chicago, IL 60632",-87.723526,41.805702,NS,17,1006,570300,POINT (-87.72352600000001 41.805702)
